id	name	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	compartment	replacement_id	DB LINK	SMILES
3hoctACP	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r374	NULL	NULL
3hpalmACP	R-3-hydroxypalmitoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r376	NULL	NULL
3htdcoa	(S)-3-Hydroxytetradecanoyl-CoA	false	NULL	NULL	NULL	c	r25	NULL	NULL
3-hydrohydroxyphosphorylpyruvate	3-hydrohydroxyphosphorylpyruvate	false	NULL	NULL	NULL	c	r595	"(CAS ""144705-32-8"")"	C(=O)(C(=O)CP(=O)O)O
3-hydroxy-3-methyl-glutaryl-CoA	3-hydroxy-3-methyl-glutaryl-CoA	false	NULL	NULL	NULL	c	r596	"(CAS ""1553-55-5"")"	[CH]1([CH](O)[CH]([CH](COP(=O)(OP(O)(OCC(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(=O)O)(C)C)=O)O)O1)OP(O)(=O)O)(n3(cnc2(c(N)ncnc23)))
3-hydroxyadipyl-CoA	3-hydroxyadipyl-CoA	false	NULL	NULL	NULL	c	r597	NULL	[CH]1(O[CH]([CH](OP(O)(=O)O)[CH](O)1)COP(=O)(OP(OCC(C)(C(O)C(NCCC(NCCSC(CC(CCC(=O)O)O)=O)=O)=O)C)(=O)O)O)(n3(cnc2(c(N)ncnc23)))
3-hydroxybutyryl-CoA	3-hydroxybutyryl-CoA	false	NULL	NULL	NULL	c	r598	"(UM-BBD-CPD ""c0030"" NIL |kawakami| 3278884321 NIL NIL)"	C1(OC(C(C1O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CC(C)O)=O)=O)O)(C)C)(=O)O)n3(cnc2(c(ncnc23)N))
3-hydroxy-isobutyrate	3-hydroxy-isobutyrate	false	NULL	NULL	NULL	c	r599	"(CAS ""2068-83-9"")"	C(O)(C(C)CO)=O
3-hydroxy-isobutyryl-CoA	3-hydroxy-isobutyryl-CoA	false	NULL	NULL	NULL	c	r600	NULL	[CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(=O)(OCC(C)(C)C(O)C(NCCC(NCCSC(=O)C(C)CO)=O)=O)O)O1)OP(O)(=O)O)(n3(cnc2(c(ncnc23)N)))
3-hydroxypropionyl-CoA	3-hydroxypropionyl-CoA	false	NULL	NULL	NULL	c	r602	NULL	c3(c1(c(n(cn1)C2(OC(C(C2O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(CCO)=O)=O)O)(C)C)(=O)O))ncn3))(N)
3-isopropylmalate	3-isopropylmalate	false	NULL	NULL	NULL	c	r604	"(LIGAND-CPD ""C04411"" NIL |kr| 3346617701 NIL NIL)"	C(O)(=O)C(O)C(C(O)=O)C(C)C
3-methylbutanal	3-methylbutanal	false	NULL	NULL	NULL	c	r605	"(PUBCHEM ""11552"" NIL |caspi| 3345836156 NIL NIL)"	CC(C)C[CH]=O
3-methylcrotonyl-CoA	3-methylcrotonyl-CoA	false	NULL	NULL	NULL	c	r606	NULL	[CH]1([CH](O)[CH]([CH](COP(=O)(O)OP(=O)(OCC(C)(C)C(C(NCCC(NCCSC(C=C(C)C)=O)=O)=O)O)O)O1)OP(O)(=O)O)(n3(cnc2(c(ncnc23)N)))
3-methylglutaconyl-CoA	3-methylglutaconyl-CoA	false	NULL	NULL	NULL	c	r607	NULL	[CH]1([CH](O)[CH]([CH](COP(=O)(OP(O)(OCC(C)(C)C(C(=O)NCCC(=O)NCCSC(=O)C=C(CC(=O)O)C)O)=O)O)O1)OP(O)(O)=O)(n3(cnc2(c(N)ncnc23)))
3-methylthiopropanal	3-methylthiopropanal	false	NULL	NULL	NULL	c	r608	"(PUBCHEM ""18635"" NIL |caspi| 3346002874 NIL NIL)"	C(SC)CC=O
3ocddec5eACP	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r391	NULL	NULL
3ocmrs7eACP	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r392	NULL	NULL
3ocpalm9eACP	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r393	NULL	NULL
3-octaprenyl-4-hydroxybenzoate	3-octaprenyl-4-hydroxybenzoate	false	NULL	NULL	NULL	c	r609	"(LIGAND-CPD ""C05809"" NIL |kr| 3346617698 NIL NIL)"	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1(cc(ccc1O)C(=O)O))C)C)C)C)C)C)C)C
3ocvac11eACP	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r394	NULL	NULL
3odcoa	3-Oxodecanoyl-CoA	false	NULL	NULL	NULL	c	r31	NULL	NULL
3oddcoa	3-Oxododecanoyl-CoA	false	NULL	NULL	NULL	c	r32	NULL	NULL
3oddecACP	3-Oxododecanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r395	NULL	NULL
3odecACP	3-Oxodecanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r396	NULL	NULL
3ohcoa	3-Oxohexanoyl-CoA	false	NULL	NULL	NULL	c	r33	NULL	NULL
3ohdcoa	3-Oxohexadecanoyl-CoA	false	NULL	NULL	NULL	c	r34	NULL	NULL
3ohexACP	3-Oxohexanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r397	NULL	NULL
3omrsACP	3-Oxotetradecanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r398	NULL	NULL
3oocoa	3-Oxooctanoyl-CoA	false	NULL	NULL	NULL	c	r36	NULL	NULL
3ooctACP	3-Oxooctanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r399	NULL	NULL
3ooctdACP	3-Oxooctadecanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r400	NULL	NULL
3opalmACP	3-Oxohexadecanoyl-[acyl-carrier protein]	false	NULL	NULL	NULL	c	r402	NULL	NULL
3otdcoa	3-Oxotetradecanoyl-CoA	false	NULL	NULL	NULL	c	r37	NULL	NULL
3-phenylpropionate_input	3-phenylpropionate	true	NULL	NULL	NULL	b	r187	NULL	NULL
3-phenylpropionate_drain	3-phenylpropionate	true	NULL	NULL	NULL	b	r271	NULL	NULL
3-phenylpropionate	3-phenylpropionate	false	NULL	NULL	NULL	c	r610	"(CAS ""2628-17-3"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C05629"" NIL |kr| 3346617699 NIL NIL)"	C(CCc1(ccccc1))(O)=O
3-phenylpropionate[extracellular]	3-phenylpropionate	false	NULL	NULL	NULL	e	r611	"(CAS ""2628-17-3"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C05629"" NIL |kr| 3346617699 NIL NIL)"	C(CCc1(ccccc1))(O)=O
3-phosphoglycerate	3-phosphoglycerate	false	NULL	NULL	NULL	c	r612	"(LIGAND-CPD ""C00197"" NIL |kr| 3346617701 NIL NIL)$(CAS ""820-11-1"")"	C(OP(=O)(O)O)C(O)C(=O)O
3-phospho-hydroxypyruvate	3-phospho-hydroxypyruvate	false	NULL	NULL	NULL	c	r613	"(LIGAND-CPD ""C03232"" NIL |kr| 3346617699 NIL NIL)$(CAS ""3913-50-6"")"	C(OP(O)(=O)O)C(=O)C(=O)O
3-phospho-serine	3-phospho-serine	false	NULL	NULL	NULL	c	r615	"(CAS ""407-41-0"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C01005"" NIL |kr| 3346617700 NIL NIL)$(CAS ""17885-08-4"" NIL |kaipa| 3311532843 NIL NIL)"	C(OP(O)(O)=O)C(N)C(=O)O
3-sulfinoalanine	3-sulfinoalanine	false	NULL	NULL	NULL	c	r616	"(LIGAND-CPD ""C00606"" NIL |kaipa| 3311532637 NIL NIL)$(CAS ""1115-65-7"")"	C(C(N)CS(O)=O)(=O)O
3-sulfinyl-pyruvate	3-sulfinyl-pyruvate	false	NULL	NULL	NULL	c	r617	NULL	C(S(O)=O)C(=O)C(=O)O
3-ureidopropionate	3-ureidopropionate	false	NULL	NULL	NULL	c	r618	NULL	C(NC(=O)N)CC(O)=O
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	false	NULL	NULL	NULL	c	r620	"(LIGAND-CPD ""C11435"" NIL |kr| 3346617701 NIL NIL)"	CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n2(ccc(N)nc(=O)2))
4-(phosphonooxy)-threonine	4-(phosphonooxy)-threonine	false	NULL	NULL	NULL	c	r621	"(PUBCHEM ""440901"" NIL |hopkinso| 3317072464 NIL NIL)$(LIGAND-CPD ""C06055"" NIL |keseler| 3342471464 NIL NIL)"	C(=O)([O-])C(C(O)COP(O)(=O)O)N
"4,5-dioxo-3alpha,4,5,6,7,8,9,9beta-octahydro-1H pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate"	"4,5-dioxo-3alpha,4,5,6,7,8,9,9beta-octahydro-1H pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate"	false	NULL	NULL	NULL	c	r622	NULL	NULL
4-amino-4-deoxychorismate	4-amino-4-deoxychorismate	false	NULL	NULL	NULL	c	r623	"(LIGAND-CPD ""C11355"" NIL |kr| 3346617700 NIL NIL)$(CAS ""97279-79-3"")"	C=C(OC1(C=C(C=CC(N)1)C(=O)O))C(=O)O
4-amino-5-hydroxymethyl-2-methylpyrimidine-pyrophosphate	4-amino-5-hydroxymethyl-2-methylpyrimidine-pyrophosphate	false	NULL	NULL	NULL	c	r624	"(CAS ""745-65-3"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C04752"" NIL |kr| 3346617700 NIL NIL)$(CAS ""841-01-0"")"	c1(nc(nc(c1COP(OP(O)(O)=O)(O)=O)N)C)
4-aminobutyrate_input	4-aminobutyrate	true	NULL	NULL	NULL	b	r91	NULL	NULL
4-aminobutyrate_drain	4-aminobutyrate	true	NULL	NULL	NULL	b	r197	NULL	NULL
4-aminobutyrate	4-aminobutyrate	false	NULL	NULL	NULL	c	r626	"(LIGAND-CPD ""C00334"" NIL |kr| 3346617701 NIL NIL)$(CAS ""56-12-2"")"	C(=O)(O)CCCN
4-aminobutyrate[extracellular]	4-aminobutyrate	false	NULL	NULL	NULL	e	r627	"(LIGAND-CPD ""C00334"" NIL |kr| 3346617701 NIL NIL)$(CAS ""56-12-2"")"	C(=O)(O)CCCN
4-carboxy-2-oxo-3-hexenedioate	4-carboxy-2-oxo-3-hexenedioate	false	NULL	NULL	NULL	c	r629	NULL	C(CC(=CC(C(=O)O)=O)C(O)=O)(O)=O
4-carboxy-4-hydroxy-2-oxoadipate	4-carboxy-4-hydroxy-2-oxoadipate	false	NULL	NULL	NULL	c	r630	NULL	C(C(CC(O)(CC(=O)O)C(=O)O)=O)(=O)O
4-carboxyaminoimidazole ribonucleotide	4-carboxyaminoimidazole ribonucleotide	false	NULL	NULL	NULL	c	r631	"(LIGAND-CPD ""C04751"" NIL |kr| 3346617700 NIL NIL)"	C(OP(=O)(O)O)C2(C(C(C(n1(c(N)c(nc1)C(=O)O))O2)O)O)
4-carboxymethylenebut-2-en-4-olide	4-carboxymethylenebut-2-en-4-olide	false	NULL	NULL	NULL	c	r632	"(CAS ""3374-46-7"")"	C(=O)(O)C=C1(C=CC(=O)O1)
4-fumaryl-acetoacetate	4-fumaryl-acetoacetate	false	NULL	NULL	NULL	c	r633	NULL	C(=O)(C=CC(=O)CC(CC(=O)O)=O)O
4-guanidinobutanal	4-guanidinobutanal	false	NULL	NULL	NULL	c	r52	NULL	NULL
4-guanidinobutanoate	4-guanidinobutanoate	false	NULL	NULL	NULL	c	r53	NULL	NULL
4-hydroxy-2-ketopimelate	4-hydroxy-2-ketopimelate	false	NULL	NULL	NULL	c	r634	NULL	C(CCC(CC(C(O)=O)=O)O)(O)=O
4-hydroxy-2-ketovalerate	4-hydroxy-2-ketovalerate	false	NULL	NULL	NULL	c	r635	"(CAS ""111844-33-8"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C03589"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""c03589"" NIL |kawakami| 3278870285 NIL NIL)$(UM-BBD-CPD ""c0101"" NIL |kawakami| 3278870285 NIL NIL)"	CC(O)CC(=O)C(O)=O
4-hydroxybenzaldehyde	4-hydroxybenzaldehyde	false	NULL	NULL	NULL	c	r637	"(CAS ""123-08-0"")"	[CH](c1(ccc(O)cc1))=O
4-hydroxybenzyl alcohol	4-hydroxybenzyl alcohol	false	NULL	NULL	NULL	c	r638	"(NCI ""227926"")$(CAS ""623-05-2"")"	C(C1(C=CC(O)=CC=1))O
4-imidazolone-5-propionate	4-imidazolone-5-propionate	false	NULL	NULL	NULL	c	r640	"(CAS ""17340-16-8"")"	C1(C(NC=N1)CCC(O)=O)=O
4-maleyl-acetoacetate	4-maleyl-acetoacetate	false	NULL	NULL	NULL	c	r641	NULL	C(C=CC(CC(CC(=O)O)=O)=O)(=O)O
4-methyl-5-(beta-hydroxyethyl)thiazole phosphate	4-methyl-5-(beta-hydroxyethyl)thiazole phosphate	false	NULL	NULL	NULL	c	r643	"(LIGAND-CPD ""C04327"" NIL |kr| 3346617701 NIL NIL)"	Cc1(c(scn1)CCOP(O)(O)=O)
4-oxohex-2-enedioate	4-oxohex-2-enedioate	false	NULL	NULL	NULL	c	r644	NULL	C(=O)(O)C=CC(=O)CC(=O)O
"5,10-methenyl-THF"	"5,10-methenyl-THF"	false	NULL	NULL	NULL	c	r646	"(LIGAND-CPD ""C00445"" NIL |kr| 3346617701 NIL NIL)$(CAS ""7444-29-3"")"	C2(Nc1(nc(N)[nH]c(=O)c1[N+]3(=CN(CC23)c4(ccc(cc4)C(=O)NC(CCC(=O)O)C(=O)O))))
"5,10-methylene-THF"	"5,10-methylene-THF"	false	NULL	NULL	NULL	c	r649	"(LIGAND-CPD ""C00143"" NIL |kr| 3346617700 NIL NIL)"	C(c1(ccc(cc1)N3(C[CH]2([CH2]Nc4(c(N2C3)c([nH]c(N)n4)=O)))))(=O)NC(C(=O)O)CCC(O)=O
"5',5'''-diadenosine tetraphosphate"	"5',5'''-diadenosine tetraphosphate"	false	NULL	NULL	NULL	c	r650	"(PUBCHEM ""21706"" NIL |keseler| 3375620765 NIL NIL)$(LIGAND-CPD ""C01260"" NIL |kr| 3346617700 NIL NIL)"	c1(ncnc2(c1ncn2C3(C(C(C(O3)COP(OP(OP(OP(OCC4(C(C(C(O4)n6(cnc5(c(ncnc56)N)))O)O))(O)=O)(O)=O)(O)=O)(O)=O)O)O)))N
5-amino-6-(5'-phosphoribitylamino)uracil	5-amino-6-(5'-phosphoribitylamino)uracil	false	NULL	NULL	NULL	c	r652	"(LIGAND-CPD ""C04454"" NIL |butler| 3266007136 NIL NIL)"	C(Nc1(c(N)c(=O)[nH]c(=O)[nH]1))C(O)C(O)C(O)COP(=O)(O)O
5-amino-6-(5'-phosphoribosylamino)uracil	5-amino-6-(5'-phosphoribosylamino)uracil	false	NULL	NULL	NULL	c	r653	"(LIGAND-CPD ""C01268"" NIL |butler| 3266005861 NIL NIL)"	C(OP(=O)(O)O)C2(OC(Nc1(c(N)c(=O)[nH]c(=O)[nH]1))C(O)C(O)2)
"5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione"	"5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione"	false	NULL	NULL	NULL	c	r654	"(LIGAND-CPD ""C04732"" NIL |kr| 3346617700 NIL NIL)"	C(O)C(O)C(O)C(O)CNc1(c(N)c(=O)[nH]c(=O)[nH]1)
5-aminoimidazole ribonucleotide	5-aminoimidazole ribonucleotide	false	NULL	NULL	NULL	c	r655	"(CAS ""25635-88-5"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C03373"" NIL |kr| 3346617701 NIL NIL)"	c1(ncn(c(N)1)C2(OC(COP(=O)(O)O)C(O)C(O)2))
5-amino-levulinate	5-amino-levulinate	false	NULL	NULL	NULL	c	r656	"(CAS ""5451-09-2"" NIL |hopkinso| 3312056921 NIL NIL)$(PUBCHEM ""137"" NIL |keseler| 3342477067 NIL NIL)$(LIGAND-CPD ""C00430"" NIL |keseler| 3342477067 NIL NIL)$(CAS ""106-60-5"")"	C(N)C(CCC(O)=O)=O
5-aminopentanamide	5-aminopentanamide	false	NULL	NULL	NULL	c	r44	NULL	NULL
5-aminopentanoate	5-aminopentanoate	false	NULL	NULL	NULL	c	r45	NULL	NULL
5-carboxy-2-oxohept-3-enedioate	5-carboxy-2-oxohept-3-enedioate	false	NULL	NULL	NULL	c	r657	NULL	C(CC(C=CC(C(O)=O)=O)C(O)=O)(O)=O
5-carboxymethyl-2-hydroxymuconate	5-carboxymethyl-2-hydroxymuconate	false	NULL	NULL	NULL	c	r658	NULL	C(O)(=O)C(=CC=C(C(O)=O)CC(O)=O)O
5'-deoxyadenosine	5'-deoxyadenosine	false	NULL	NULL	NULL	c	r662	"(LIGAND-CPD ""C05198"" NIL |kr| 3346617700 NIL NIL)"	CC3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](O)3)
5-enolpyruvyl-shikimate-3-phosphate	5-enolpyruvyl-shikimate-3-phosphate	false	NULL	NULL	NULL	c	r663	"(LIGAND-CPD ""C01269"" NIL |kr| 3346617701 NIL NIL)"	C(C1(=[CH][CH](OP(=O)(O)O)[CH]([CH](OC(C(O)=O)=C)[CH2]1)O))(=O)O
5-hydroxyisourate	5-hydroxyisourate	false	NULL	NULL	NULL	c	r667	NULL	C12(N=C([O-])[NH]C(C([NH]C(=O)N=1)=O)2O)
5-keto-4-deoxy-D-glucarate	5-keto-4-deoxy-D-glucarate	false	NULL	NULL	NULL	c	r668	"(PUBCHEM ""145"" NIL |keseler| 3375202252 NIL NIL)$(PUBCHEM ""439290"" NIL |keseler| 3375202252 NIL NIL)$(LIGAND-CPD ""C00679"" NIL |kr| 3346617698 NIL NIL)"	C(C(C(CC(C(O)=O)=O)O)O)(O)=O
5-ketogluconate	5-ketogluconate	false	NULL	NULL	NULL	c	r669	"(LIGAND-CPD ""C01062"" NIL |kr| 3346617699 NIL NIL)"	C(O)C(=O)C(O)C(O)C(O)C(=O)O
5-methyltetrahydropteroyltri-L-glutamate	5-methyltetrahydropteroyltri-L-glutamate	false	NULL	NULL	NULL	c	r671	"(LIGAND-CPD ""C04489"" NIL |butler| 3264184399 NIL NIL)"	C(Nc1(ccc(cc1)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC=O)C(=O)O)C(=O)O)C(=O)O))C3(CNc2(nc(N)[nH]c(=O)c2N(C)3))
5-methyl-THF	5-methyl-THF	false	NULL	NULL	NULL	c	r672	"(LIGAND-CPD ""C00440"" NIL |kr| 3346617699 NIL NIL)$(CAS ""134-35-0"")"	C(Nc1(ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O))C3(CNc2(nc(N)[nH]c(=O)c2N(C)3))
5-oxopentanoate	5-oxopentanoate	false	NULL	NULL	NULL	c	r47	NULL	NULL
5-phospho-beta-D-ribosyl-amine	5-phospho-beta-D-ribosyl-amine	false	NULL	NULL	NULL	c	r675	"(LIGAND-CPD ""C03090"" NIL |kr| 3346617700 NIL NIL)"	C([CH]1(O[CH](N)[CH](O)[CH](O)1))OP(O)(O)=O
5-phosphoribosyl 1-pyrophosphate	5-phosphoribosyl 1-pyrophosphate	false	NULL	NULL	NULL	c	r676	"(LIGAND-CPD ""C00119"" NIL |kr| 3346617699 NIL NIL)$(CAS ""13270-65-0"")"	C(OP(=O)(O)O)C1(OC(OP(=O)(O)OP(=O)(O)O)C(O)C(O)1)
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	false	NULL	NULL	NULL	c	r677	"(LIGAND-CPD ""C04823"" NIL |kr| 3346617700 NIL NIL)"	[CH]2(n1(c(N)c(C(=O)NC(CC(=O)O)C(=O)O)nc1))([CH](O)[CH]([CH](COP(O)(=O)O)O2)O)
5-phospho-ribosyl-glycineamide	5-phospho-ribosyl-glycineamide	false	NULL	NULL	NULL	c	r678	"(LIGAND-CPD ""C03838"" NIL |kr| 3346617699 NIL NIL)"	C(N[CH]1(O[CH]([CH](O)[CH]1O)COP(O)(O)=O))(CN)=O
5'-phosphoribosyl-N-formylglycineamide	5'-phosphoribosyl-N-formylglycineamide	false	NULL	NULL	NULL	c	r679	"(PUBCHEM ""440313"" NIL |keseler| 3342456871 NIL NIL)$(LIGAND-CPD ""C04376"" NIL |keseler| 3342456871 NIL NIL)"	C(N[CH]1([CH]([CH]([CH](COP(O)(=O)O)O1)O)O))(=O)CNC=O
5-phosphoribosyl-N-formylglycineamidine	5-phosphoribosyl-N-formylglycineamidine	false	NULL	NULL	NULL	c	r680	"(PUBCHEM ""440417"" NIL |keseler| 3342800794 NIL NIL)$(LIGAND-CPD ""C04640"" NIL |keseler| 3342800794 NIL NIL)"	C(N[CH]1([CH]([CH]([CH](COP(O)(=O)O)O1)O)O))(=N)CNC=O
"6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,5,6,7,8-octahydroquinoline 2,4-dicarboxylate"	"6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,5,6,7,8-octahydroquinoline 2,4-dicarboxylate"	false	NULL	NULL	NULL	c	r682	NULL	NULL
"6,7-dimethyl-8-(1-D-ribityl)lumazine"	"6,7-dimethyl-8-(1-D-ribityl)lumazine"	false	NULL	NULL	NULL	c	r684	"(LIGAND-CPD ""C04332"" NIL |kr| 3346617698 NIL NIL)"	CC2(=C(C)N=C1(C(=NC(NC(=O)1)=O)N(CC(O)C(O)C(O)CO)2))
6-hydroxymethyl-dihydropterin	6-hydroxymethyl-dihydropterin	false	NULL	NULL	NULL	c	r687	NULL	C1(Nc2(c(N=C1CO)c(nc(n2)N)O))
6-kestotriose	6-kestotriose	false	NULL	NULL	NULL	c	r689	NULL	C(O)C2(OC(COC1(OC(CO)C(C(O)1)O)CO)C(C(O)2)O)OC3(OC(C(O)C(O)C(O)3)CO)
6-phospho-2-dehydro-D-gluconate	6-phospho-2-dehydro-D-gluconate	false	NULL	NULL	NULL	c	r690	NULL	C(=O)(C(C(C(C(O)COP(O)(O)=O)O)O)=O)O
6-phospho-D-gluconate	6-phospho-D-gluconate	false	NULL	NULL	NULL	c	r691	"(PUBCHEM ""5459869"" NIL |caspi| 3370791760 NIL NIL)$(LIGAND-CPD ""C00345"" NIL |kr| 3346617699 NIL NIL)"	C(C(C(C(C(C(O)=O)O)O)O)O)OP(O)(O)=O
6-pyruvoyltetrahydropterin	6-pyruvoyltetrahydropterin	false	NULL	NULL	NULL	c	r693	NULL	CC(=O)C(=O)C1(CNc2(nc(N)nc(=O)c(N1)2))
"7,8-diaminopelargonate"	"7,8-diaminopelargonate"	false	NULL	NULL	NULL	c	r694	"(LIGAND-CPD ""C01037"" NIL |kr| 3346617700 NIL NIL)"	CC(C(CCCCCC(O)=O)N)N
"7,8-dihydrofolate"	"7,8-dihydrofolate"	false	NULL	NULL	NULL	c	r695	"(LIGAND-CPD ""C00415"" NIL |kr| 3346617699 NIL NIL)$(CAS ""4033-27-6"")"	C(Nc1(ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O))C2(CNc3(nc(N)[nH]c(=O)c(N=2)3))
"7,8-dihydroneopterin 3'-triphosphate"	"7,8-dihydroneopterin 3'-triphosphate"	false	NULL	NULL	NULL	c	r696	"(LIGAND-CPD ""C04895"" NIL |kawakami| 3292252378 NIL NIL)"	C1(Nc2(nc(N)nc(=O)c(N=C1C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)2))
"7,8-dihydropteroate"	"7,8-dihydropteroate"	false	NULL	NULL	NULL	c	r697	"(LIGAND-CPD ""C00921"" NIL |kr| 3346617699 NIL NIL)"	C(Nc1(ccc(cc1)C(=O)O))C2(CNc3(nc(N)[nH]c(=O)c(N=2)3))
7-keto-8-aminopelargonate	7-keto-8-aminopelargonate	false	NULL	NULL	NULL	c	r698	"(LIGAND-CPD ""C01092"" NIL |kr| 3346617701 NIL NIL)"	CC(C(CCCCCC(O)=O)=O)N
9-mercaptodethiobiotin	9-mercaptodethiobiotin	false	NULL	NULL	NULL	c	r699	NULL	C(CCCCCC1(NC(NC1CS)=O))(=O)O
a protein-histidine	a protein-histidine	false	NULL	NULL	NULL	c	r509	NULL	NULL
a protein-Ntau-phospho-L-histidine	a protein-Ntau-phospho-L-histidine	false	NULL	NULL	NULL	c	r510	NULL	NULL
a reduced cytochrome c	a reduced cytochrome c	false	NULL	NULL	NULL	c	r467	NULL	NULL
a reduced rubredoxin	a reduced rubredoxin	false	NULL	NULL	NULL	c	r50	NULL	NULL
a reduced thioredoxin	a reduced thioredoxin	false	NULL	NULL	NULL	c	r496	NULL	NULL
a ThiF protein	a ThiF protein	true	NULL	NULL	NULL	c	r62	NULL	NULL
a ThiS persulfide	a ThiS persulfide	true	NULL	NULL	NULL	c	r61	NULL	NULL
a ThiS sulfur-carrier protein	a ThiS sulfur-carrier protein	true	NULL	NULL	NULL	c	r63	NULL	NULL
a ThiS-ThiF acyl-disulfide	a ThiS-ThiF acyl-disulfide	true	NULL	NULL	NULL	c	r60	NULL	NULL
acetaldehyde	acetaldehyde	false	NULL	NULL	NULL	c	r716	"(LIGAND-CPD ""C00084"" NIL |kr| 3346617701 NIL NIL)$(UM-BBD-CPD ""c0160"" NIL |kawakami| 3278871808 NIL NIL)$(LIGAND-CPD ""c00084"" NIL |kawakami| 3278871808 NIL NIL)$(CAS ""75-07-0"")"	[CH](=O)C
acetate_input	acetate	true	NULL	NULL	NULL	b	r93	NULL	NULL
acetate_drain	acetate	true	NULL	NULL	NULL	b	r199	NULL	NULL
acetate	acetate	false	NULL	NULL	NULL	c	r717	"(CAS ""64-19-7"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00033"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""c00033"" NIL |kawakami| 3278885083 NIL NIL)$(CAS ""71-50-1"")"	C(C)([O-])=O
acetate[extracellular]	acetate	false	NULL	NULL	NULL	e	r718	"(CAS ""64-19-7"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00033"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""c00033"" NIL |kawakami| 3278885083 NIL NIL)$(CAS ""71-50-1"")"	C(C)([O-])=O
acetoacetate	acetoacetate	false	NULL	NULL	NULL	c	r719	"(LIGAND-CPD ""C00164"" NIL |kawakami| 3276028317 NIL NIL)$(CAS ""541-50-4"")"	C(O)(=O)CC(C)=O
acetoacetylACP	acetoacetylACP	false	NULL	NULL	NULL	c	r56	NULL	NULL
acetoacetyl-CoA	acetoacetyl-CoA	false	NULL	NULL	NULL	c	r721	"(LIGAND-CPD ""C00332"" NIL |kawakami| 3276027507 NIL NIL)$(CAS ""1420-36-6"")"	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3)
acetone	acetone	false	NULL	NULL	NULL	c	r722	"(LIGAND-CPD ""C00207"" NIL |krieger| 3261332741 NIL NIL)$(CAS ""67-64-1"")"	CC(=O)C
