id	name	equation	EC. Number	genes	LB	UB	objective_coefficient	compartment	subsystem	SBO TERM	REPLACEMENT NAME																																																																																																																																																																											
MVRXN_156	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	FAD + pmtcoa <=> FADH2 + hdd2coa	1.3.99.3	1_PFLU1865	NULL	NULL	NULL	c	Fatty Acid Metabolism	NULL	MVRXN_156																																																																																																																																																																											
MVRXN_155	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	FAD + tdcoa <=> FADH2 + td2coa	1.3.99.3	1_PFLU1865	NULL	NULL	NULL	c	Fatty Acid Metabolism	NULL	MVRXN_155																																																																																																																																																																											
ENZRXN3EM_1071__ENZRXN3EM_1239__ENZRXN3EM_1291__ENZRXN3EM_1317__ENZRXN3EM_1414	putative medium-chain-fatty-acid--CoA ligase__putative long-chain-fatty-acid-CoA ligase__putative acyl-CoA synthetase__putative long-chain-fatty-acid--CoA ligase__putative long-chain-fatty-acid--CoA ligase	octanoate + ATP + coenzyme A => octanoyl-CoA + AMP + diphosphate	6.2.1.3	1_PFLU0922;1_PFLU3122;1_PFLU3525;1_PFLU3888;1_PFLU4830	NULL	NULL	NULL	c	Fatty Acid Metabolism	NULL	ENZRXN3EM_1071__ENZRXN3EM_1239__ENZRXN3EM_1291__ENZRXN3EM_1317__ENZRXN3EM_1414																																																																																																																																																																											
ENZRXN3EM_524	"putative 2,4-dienoyl-CoA reductase"	"trans-Delta2-decenoyl-CoA + NADP+ <=> trans-Delta2, cis-Delta4-decadienoyl-CoA + NADPH + H+"	1.3.1.34	1_PFLU3915	NULL	NULL	NULL	c	Fatty Acid Metabolism	NULL	ENZRXN3EM_524																																																																																																																																																																											
ENZRXN3EM_1397	4-amino-4-deoxychorismate lyase	4-amino-4-deoxychorismate => p-aminobenzoate + pyruvate	4.1.3.38	1_PFLU4702	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1397																																																																																																																																																																											
ENZRXN3EM_1454__ENZRXN3EM_324	putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase__2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	"6-hydroxymethyl-dihydropterin + ATP => 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP"	2.7.6.3	1_PFLU5586;1_PFLU5240	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1454__ENZRXN3EM_324																																																																																																																																																																											
MVRXN_214	dihydroneopterin triphosphate phosphatase	"7,8-dihydroneopterin 3'-triphosphate + H2O => diphosphate + dihydroneopterin phosphate"	3.6.1.-	1_PFLU2116	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	MVRXN_214																																																																																																																																																																											
ENZRXN3EM_15	"D-erythro-7,8-dihydroneopterin tri P epimerase"	"7,8-dihydroneopterin 3'-triphosphate <=> dihydromonapterin-triphosphate"	5.-.-.-	1_PFLU5159	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_15																																																																																																																																																																											
ENZRXN3EM_1148	putative 6-pyruvoyl tetrahydrobiopterin synthase	"7,8-dihydroneopterin 3'-triphosphate => PPPi + 6-pyruvoyltetrahydropterin"	4.2.3.12	1_PFLU2116	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1148																																																																																																																																																																											
MVRXN_217	dihydropterin phosphate phosphatase	dihydromonapterin phosphate + H2O => dihydro-monapterin + phosphate	3.6.1.-	NULL	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	MVRXN_217																																																																																																																																																																											
MVRXN_216	dihydropterin triphosphate phosphatase	dihydromonapterin-triphosphate + H2O => diphosphate + dihydromonapterin phosphate	3.6.1.-	1_PFLU2116	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	MVRXN_216																																																																																																																																																																											
ENZRXN3EM_14	"D-erythro-7,8-dihydroneopterin tri P epimerase"	dihydro-neo-pterin <=> dihydro-monapterin	NULL	1_PFLU5159	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_14																																																																																																																																																																											
ENZRXN3EM_274	dihydroneopterin aldolase	dihydro-neo-pterin => glycolaldehyde + 6-hydroxymethyl-dihydropterin	4.1.2.25	1_PFLU5587	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_274																																																																																																																																																																											
MVRXN_215	dihydroneopterin phosphate phosphatase	dihydroneopterin phosphate + H2O => phosphate + dihydro-neo-pterin	3.6.1.-	NULL	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	MVRXN_215																																																																																																																																																																											
ENZRXN3EM_1062__ENZRXN3EM_1086__ENZRXN3EM_1177__ENZRXN3EM_1184__ENZRXN3EM_1235__ENZRXN3EM_1263__ENZRXN3EM_1268__ENZRXN3EM_1272__ENZRXN3EM_1336	putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase__aldehyde dehydrogenase family protein__putative aldehyde dehydrogenase__putative aldehyde dehydrogenase	glycolaldehyde + NAD+ + H2O => glycolate + NADH + H+	1.2.1.21	1_PFLU0850;1_PFLU1214;1_PFLU2349;1_PFLU2370;1_PFLU3090;1_PFLU3291;1_PFLU3299;1_PFLU3306;1_PFLU4112	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1062__ENZRXN3EM_1086__ENZRXN3EM_1177__ENZRXN3EM_1184__ENZRXN3EM_1235__ENZRXN3EM_1263__ENZRXN3EM_1268__ENZRXN3EM_1272__ENZRXN3EM_1336																																																																																																																																																																											
ENZRXN3EM_1110__ENZRXN3EM_1363__ENZRXN3EM_342	putative GTP cyclohydrolase I__putative GTP cyclohydrolase I__GTP cyclohydrolase I	"GTP + H2O => formate + 7,8-dihydroneopterin 3'-triphosphate"	3.5.4.16	1_PFLU1578;1_PFLU4345;1_PFLU5158	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1110__ENZRXN3EM_1363__ENZRXN3EM_342																																																																																																																																																																											
ENZRXN3EM_481	dihydrofolate:folylpolyglutamate synthetase; dihydrofolate synthetase	"L-glutamate + ATP + 7,8-dihydropteroate => phosphate + ADP + 7,8-dihydrofolate"	6.3.2.12	1_PFLU4186	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_481																																																																																																																																																																											
ENZRXN3EM_1392	para-aminobenzoate synthase component I	L-glutamine + chorismate => L-glutamate + 4-amino-4-deoxychorismate	6.3.5.8	1_PFLU4637	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1392																																																																																																																																																																											
ENZRXN3EM_1444	dihydropteroate synthase	"p-aminobenzoate + 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate => diphosphate + 7,8-dihydropteroate"	2.5.1.15	1_PFLU5259	NULL	NULL	NULL	c	Folate Biosynthesis	NULL	ENZRXN3EM_1444																																																																																																																																																																											
ENZRXN3EM_898	1-phosphofructokinase	"ATP + fructose-1-phosphate <=> ADP + fructose-1,6-bisphosphate"	2.7.1.56	1_PFLU0805	NULL	NULL	NULL	c	Fructose Metabolism	NULL	ENZRXN3EM_898																																																																																																																																																																											
ENZRXN3EM_1024	putative 2-dehydro-3-deoxygalactonokinase	2-dehydro-3-deoxy-D-galactonate + ATP <=> 2-dehydro-3-deoxy-D-galactonate-6-phosphate + ADP	2.7.1.58	1_PFLU0030	NULL	NULL	NULL	c	Galactonate Degradation	NULL	ENZRXN3EM_1024																																																																																																																																																																											
ENZRXN3EM_63	DgoA; putative 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2-dehydro-3-deoxy-D-galactonate-6-phosphate => D-glyceraldehyde-3-phosphate + pyruvate	4.1.2.21	1_PFLU0031	NULL	NULL	NULL	c	Galactonate Degradation	NULL	ENZRXN3EM_63																																																																																																																																																																											
ENZRXN3EM_1005	galactonate dehydratase	D-galactonate <=> 2-dehydro-3-deoxy-D-galactonate + H2O	4.2.1.6	1_PFLU0032	NULL	NULL	NULL	c	Galactonate Degradation	NULL	ENZRXN3EM_1005																																																																																																																																																																											
ENZRXN3EM_1231	putative 2-keto-4-pentenoate hydratase	4-carboxy-2-oxo-3-hexenedioate + H2O => 4-carboxy-4-hydroxy-2-oxoadipate	4.2.1.80	1_PFLU3080	NULL	NULL	NULL	c	Gallic acid Metabolism	NULL	ENZRXN3EM_1231																																																																																																																																																																											
ENZRXN3EM_808	"protocatechuate 3,4-dioxygenase"	"gallate + O2 => 2-pyrone-4,6-dicarboxylate + H2O"	1.13.11.3	1_PFLU1367:1_PFLU1366	NULL	NULL	NULL	c	Gallic acid Metabolism	NULL	ENZRXN3EM_808																																																																																																																																																																											
ENZRXN3EM_723__ENZRXN3EM_821	enolase__enolase	2-phosphoglycerate <=> phosphoenolpyruvate + H2O	4.2.1.11	1_PFLU1903;1_PFLU1291	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_723__ENZRXN3EM_821																																																																																																																																																																											
ENZRXN3EM_252	phosphoglycerate kinase	"3-phosphoglycerate + ATP <=> 1,3-diphosphateglycerate + ADP"	2.7.2.3	1_PFLU5705	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_252																																																																																																																																																																											
ENZRXN3EM_973	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	3-phosphoglycerate <=> 2-phosphoglycerate	5.4.2.1	1_PFLU0337	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_973																																																																																																																																																																											
ENZRXN3EM_1165__ENZRXN3EM_1250__ENZRXN3EM_321__ENZRXN3EM_398	putative acetyl-CoA synthetase__acetyl-CoA synthetase__acetyl-coenzyme A synthetase__acetyl-coenzyme A synthetase	acetate + ATP + coenzyme A => acetyl-CoA + diphosphate + AMP	6.2.1.1	1_PFLU2290;1_PFLU3213;1_PFLU5244;1_PFLU4766	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_1165__ENZRXN3EM_1250__ENZRXN3EM_321__ENZRXN3EM_398																																																																																																																																																																											
ENZRXN3EM_1164__ENZRXN3EM_1249	putative acetyl-CoA synthetase__acetyl-CoA synthetase	acetate + ATP + coenzyme A => phosphate + acetyl-CoA + ADP	6.2.1.13	1_PFLU2290;1_PFLU3213	0	0	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_1164__ENZRXN3EM_1249																																																																																																																																																																											
ENZRXN3EM_945	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	acetyl-CoA + lipoate acetyltransferase N6-(dihydrolipoyl)lysine <=> lipoate acetyltransferase N6-(S-acetyldihydrolipoyl)lysine + coenzyme A	2.3.1.12	1_PFLU0459	0	0	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_945																																																																																																																																																																											
ENZRXN3EM_370__ENZRXN3EM_746	pyruvate kinase__pyruvate kinase	ADP + phosphoenolpyruvate => ATP + pyruvate	2.7.1.40	1_PFLU4949;1_PFLU1799	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_370__ENZRXN3EM_746																																																																																																																																																																											
MVRXN_280__MVRXN_281	Pyruvate dehydrogenase complex 1__Pyruvate dehydrogenase complex 2	coenzyme A + NAD+ + pyruvate => acetyl-CoA + CO2 + NADH + H+	NULL	1_PFLU0459:1_PFLU0460:1_PFLU1822;1_PFLU3918:1_PFLU3920:1_PFLU1822	NULL	NULL	NULL	c	Gluconeogenesis	NULL	MVRXN_280__MVRXN_281																																																																																																																																																																											
ENZRXN3EM_209	putative aldehyde dehydrogenase	D-glyceraldehyde-3-phosphate + NAD+ + H2O <=> 3-phosphoglycerate + NADH + H+	1.2.1.3	1_PFLU5976	0	0	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_209																																																																																																																																																																											
ENZRXN3EM_368__ENZRXN3EM_773	glyceraldehyde 3-phosphate dehydrogenase 1__glyceraldehyde-3-phosphate dehydrogenase	"D-glyceraldehyde-3-phosphate + phosphate + NAD+ <=> 1,3-diphosphateglycerate + NADH + H+"	1.2.1.12	1_PFLU4965;1_PFLU1566	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_368__ENZRXN3EM_773																																																																																																																																																																											
ENZRXN3EM_318	triosephosphate isomerase	D-glyceraldehyde-3-phosphate <=> dihydroxy-acetone-phosphate	5.3.1.1	1_PFLU5257	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_318																																																																																																																																																																											
ENZRXN3EM_513__ENZRXN3EM_737	dihydrolipoamide dehydrogenase__dihydrolipoyl dehydrogenase	lipoate acetyltransferase N6-(dihydrolipoyl)lysine + NAD+ <=> lipoate acetyltransferase N6-(lipoyl)lysine + NADH + H+	1.8.1.4	1_PFLU3967;1_PFLU1822	0	0	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_513__ENZRXN3EM_737																																																																																																																																																																											
ENZRXN3EM_983	phosphoenolpyruvate carboxykinase [ATP]	oxaloacetate + ATP => CO2 + phosphoenolpyruvate + ADP	4.1.1.49	1_PFLU0267	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_983																																																																																																																																																																											
ENZRXN3EM_523__ENZRXN3EM_606__ENZRXN3EM_944	pyruvate dehydrogenase E1 component__pyruvate dehydrogenase E1 component__pyruvate dehydrogenase E1 component	pyruvate + lipoate acetyltransferase N6-(lipoyl)lysine => lipoate acetyltransferase N6-(S-acetyldihydrolipoyl)lysine + CO2	1.2.4.1	1_PFLU3920;1_PFLU3193;1_PFLU0460	NULL	NULL	NULL	c	Gluconeogenesis	NULL	ENZRXN3EM_523__ENZRXN3EM_606__ENZRXN3EM_944																																																																																																																																																																											
ENZRXN3EM_463__ENZRXN3EM_499__ENZRXN3EM_607	aspartate aminotransferase__aspartate aminotransferase__aspartate aminotransferase	3-sulfinoalanine + alpha-ketoglutarate <=> L-glutamate + 3-sulfinyl-pyruvate	2.6.1.1	1_PFLU4293;1_PFLU4027;1_PFLU3176	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_463__ENZRXN3EM_499__ENZRXN3EM_607																																																																																																																																																																											
ENZRXN3EM_990	4-aminobutyrate aminotransferase	alpha-ketoglutarate + (S)-3-Amino-2-methylpropanoate <=> L-glutamate + methylmalonate-semialdehyde	2.6.1.22	1_PFLU0181	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_990																																																																																																																																																																											
ENZRXN3EM_1325__ENZRXN3EM_1430	putative 4-aminobutyrate aminotransferase__putative 4-aminobutyrate aminotransferase	alpha-ketoglutarate + 4-aminobutyrate <=> L-glutamate + succinate semialdehyde	2.6.1.19	1_PFLU4036;1_PFLU5130	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1325__ENZRXN3EM_1430																																																																																																																																																																											
ENZRXN3EM_1326__ENZRXN3EM_1431	putative 4-aminobutyrate aminotransferase__putative 4-aminobutyrate aminotransferase	alpha-ketoglutarate + beta-alanine <=> L-glutamate + malonate semialdehyde	2.6.1.19	1_PFLU4036;1_PFLU5130	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1326__ENZRXN3EM_1431																																																																																																																																																																											
ENZRXN3EM_380	carbamate kinase	ammonia + CO2 + ATP <=> carbamoyl-phosphate + ADP	2.7.2.2	1_PFLU4893	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_380																																																																																																																																																																											
ENZRXN3EM_78__ENZRXN3EM_972__ENZRXN3EM_1106__ENZRXN3EM_1151__ENZRXN3EM_1228__ENZRXN3EM_1467__ENZRXN3EM_1468	GlnT; glutamine synthetase III__glutamine synthetase__putative glutamine synthetase__putative glutamine synthetase__putative glutamine synthetase__putative glutamine synthetase__putative glutamine synthetase	ammonia + L-glutamate + ATP => L-glutamine + ADP + phosphate	6.3.1.2	1_PFLU2323;1_PFLU0348;1_PFLU1514;1_PFLU2163;1_PFLU3065;1_PFLU5847;1_PFLU5849	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_78__ENZRXN3EM_972__ENZRXN3EM_1106__ENZRXN3EM_1151__ENZRXN3EM_1228__ENZRXN3EM_1467__ENZRXN3EM_1468																																																																																																																																																																											
ENZRXN3EM_187	glucosamine--fructose-6-phosphate aminotransferase	fructose-6-phosphate + L-glutamine => L-glutamate + D-glucosamine-6-phosphate	2.6.1.16	1_PFLU6114	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_187																																																																																																																																																																											
ENZRXN3EM_245	glutathione synthetase	glycine + L-gamma-glutamylcysteine + ATP => glutathione + phosphate + ADP	6.3.2.3	1_PFLU5753	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_245																																																																																																																																																																											
ENZRXN3EM_870	UDP-N-acetylmuramate--L-alanine ligase	L-alanine + UDP-N-acetylmuramate + ATP => UDP-N-acetylmuramoyl-L-alanine + phosphate + ADP	6.3.2.8	1_PFLU0948	NULL	NULL	NULL	c	Glutamate metabolism	NULL	ENZRXN3EM_870																																																																																																																																																																											
ENZRXN3EM_464__ENZRXN3EM_500__ENZRXN3EM_608__ENZRXN3EM_1156__ENZRXN3EM_1376	aspartate aminotransferase__aspartate aminotransferase__aspartate aminotransferase__putative aspartate aminotransferase__aminotransferase	L-aspartate + alpha-ketoglutarate <=> L-glutamate + oxaloacetate	2.6.1.1	1_PFLU4293;1_PFLU4027;1_PFLU3176;1_PFLU2233;1_PFLU4460	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_464__ENZRXN3EM_500__ENZRXN3EM_608__ENZRXN3EM_1156__ENZRXN3EM_1376																																																																																																																																																																											
ENZRXN3EM_984	glutamate--cysteine ligase	L-cysteine + L-glutamate + ATP => L-gamma-glutamylcysteine + phosphate + ADP	6.3.2.2	1_PFLU0256	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_984																																																																																																																																																																											
ENZRXN3EM_314	NADP-specific glutamate dehydrogenase	L-glutamate + NADP+ + H2O <=> ammonia + alpha-ketoglutarate + NADPH + H+	1.4.1.4	1_PFLU5326	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_314																																																																																																																																																																											
ENZRXN3EM_1565	glutamate racemase	L-glutamate <=> D-glutamate	5.1.1.3	1_PFLU0741	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1565																																																																																																																																																																											
ENZRXN3EM_1172__ENZRXN3EM_957__ENZRXN3EM_1078	glutamate synthase__glutamate synthase__putative glutamate synthase	L-glutamine + alpha-ketoglutarate + NADPH + H+ => 2 L-glutamate + NADP+	1.4.1.13	1_PFLU2325:1_PFLU2326;1_PFLU0415:1_PFLU0414;1_PFLU1107	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1172__ENZRXN3EM_957__ENZRXN3EM_1078																																																																																																																																																																											
ENZRXN3EM_1064	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase	L-glutamine + glutamyl-tRNAGln + ATP => L-glutamate + glutaminyl-tRNAGln + phosphate + ADP	6.3.5.7	1_PFLU0861:1_PFLU0862:1_PFLU0860	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1064																																																																																																																																																																											
ENZRXN3EM_1297	putative glutaminase	L-glutamine + H2O => L-glutamate + ammonia	3.5.1.2	1_PFLU3587	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_1297																																																																																																																																																																											
ENZRXN3EM_13	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase	L-glutamine + L-aspartyl-tRNAAsn + ATP => L-glutamate + asparaginyl-tRNAAsn + phosphate + ADP	6.3.5.6	1_PFLU0860:1_PFLU0862:1_PFLU0861	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_13																																																																																																																																																																											
ENZRXN3EM_722__ENZRXN3EM_992	succinate-semialdehyde dehydrogenase__succinate-semialdehyde dehydrogenase [NADP+]	succinate semialdehyde + NADP+ + H2O <=> succinate + NADPH + H+	1.2.1.16	1_PFLU1938;1_PFLU0180	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_722__ENZRXN3EM_992																																																																																																																																																																											
ENZRXN3EM_532	glutaminyl-tRNA synthetase	tRNAgln + L-glutamine + ATP => L-glutaminyl-tRNAgln + diphosphate + AMP	6.1.1.18	1_PFLU3872	NULL	NULL	NULL	c	Glutamate Metabolism	temp	ENZRXN3EM_532																																																																																																																																																																											
ENZRXN3EM_472	putative glutamyl-tRNA synthetase	tRNAglu + L-glutamate + ATP => L-glutamyl-tRNAglu + diphosphate + AMP	6.1.1.17	1_PFLU4207	NULL	NULL	NULL	c	Glutamate Metabolism	temp	ENZRXN3EM_472																																																																																																																																																																											
ENZRXN3EM_872	UDP-N-acetylmuramoylalanine--D-glutamate ligase	UDP-N-acetylmuramoyl-L-alanine + D-glutamate + ATP => UDP-N-acetylmuramoyl-L-alanyl-D-glutamate + phosphate + ADP	6.3.2.9	1_PFLU0945	NULL	NULL	NULL	c	Glutamate Metabolism	NULL	ENZRXN3EM_872																																																																																																																																																																											
MVRXN_1	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	1ddecg3p + ddcaACP => ACP + pa120	2.3.1.51	1_PFLU4658	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_1																																																																																																																																																																											
MVRXN_3	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	1hdec9eg3p + hdeACP => ACP + pa161	2.3.1.51	1_PFLU4658	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_3																																																																																																																																																																											
MVRXN_2	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	1hdecg3p + palmACP => ACP + pa160	2.3.1.51	1_PFLU4658	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_2																																																																																																																																																																											
MVRXN_5	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	1odec11eg3p + octeACP => ACP + pa181	2.3.1.51	1_PFLU4658	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_5																																																																																																																																																																											
MVRXN_4	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	1odecg3p + ocdcaACP => ACP + pa180	2.3.1.51	1_PFLU4658	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_4																																																																																																																																																																											
MVRXN_7	"cardiolipin synthase (periplasmic, n-C12:0)"	2 pg120 <=> clpn120 + glycerol	2.7.8.-	1_PFLU6096	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_7																																																																																																																																																																											
MVRXN_8	"cardiolipin synthase (periplasmic, n-C16:0)"	2 pg160 <=> clpn160 + glycerol	2.7.8.-	1_PFLU6096	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_8																																																																																																																																																																											
MVRXN_9	"cardiolipin synthase (periplasmic, n-C16:1)"	2 pg161 <=> clpn161 + glycerol	2.7.8.-	1_PFLU6096	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_9																																																																																																																																																																											
MVRXN_10	"cardiolipin synthase (periplasmic, n-C18:0)"	2 pg180 <=> clpn180 + glycerol	2.7.8.-	1_PFLU6096	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_10																																																																																																																																																																											
MVRXN_11	"cardiolipin synthase (periplasmic, n-C18:1)"	2 pg181 <=> clpn181 + glycerol	2.7.8.-	1_PFLU6096	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_11																																																																																																																																																																											
MVRXN_53	Phosphatidylserine syntase (n-C12:0)	cdpdddecg + L-serine => CMP + H+ + ps120	2.7.8.8	1_PFLU2917	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_53																																																																																																																																																																											
MVRXN_43	Phosphatidylglycerol synthase (n-C12:0)	cdpdddecg + sn-glycerol-3-phosphate => CMP + H+ + pgp120	2.7.8.5	1_PFLU2191	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_43																																																																																																																																																																											
MVRXN_55	Phosphatidylserine syntase (n-C16:1)	cdpdhdec9eg + L-serine => CMP + H+ + ps161	2.7.8.8	1_PFLU2917	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_55																																																																																																																																																																											
MVRXN_45	Phosphatidylglycerol synthase (n-C16:1)	cdpdhdec9eg + sn-glycerol-3-phosphate => CMP + H+ + pgp161	2.7.8.5	1_PFLU2191	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_45																																																																																																																																																																											
MVRXN_54	Phosphatidylserine syntase (n-C16:0)	cdpdhdecg + L-serine => CMP + H+ + ps160	2.7.8.8	1_PFLU2917	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_54																																																																																																																																																																											
MVRXN_44	Phosphatidylglycerol synthase (n-C16:0)	cdpdhdecg + sn-glycerol-3-phosphate => CMP + H+ + pgp160	2.7.8.5	1_PFLU2191	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_44																																																																																																																																																																											
MVRXN_57	Phosphatidylserine syntase (n-C18:1)	cdpdodec11eg + L-serine => CMP + H+ + ps181	2.7.8.8	1_PFLU2917	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_57																																																																																																																																																																											
MVRXN_47	Phosphatidylglycerol synthase (n-C18:1)	cdpdodec11eg + sn-glycerol-3-phosphate => CMP + H+ + pgp181	2.7.8.5	1_PFLU2191	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_47																																																																																																																																																																											
MVRXN_56	Phosphatidylserine syntase (n-C18:0)	cdpdodecg + L-serine => CMP + H+ + ps180	2.7.8.8	1_PFLU2917	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_56																																																																																																																																																																											
MVRXN_46	Phosphatidylglycerol synthase (n-C18:0)	cdpdodecg + sn-glycerol-3-phosphate => CMP + H+ + pgp180	2.7.8.5	1_PFLU2191	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_46																																																																																																																																																																											
MVRXN_12	CDP-diacylglycerol synthetase (n-C12:0)	CTP + H+ + pa120 => cdpdddecg + diphosphate	2.7.7.41	1_PFLU1275	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_12																																																																																																																																																																											
MVRXN_13	CDP-diacylglycerol synthetase (n-C16:0)	CTP + H+ + pa160 => cdpdhdecg + diphosphate	2.7.7.41	1_PFLU1275	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_13																																																																																																																																																																											
MVRXN_14	CDP-diacylglycerol synthetase (n-C16:1)	CTP + H+ + pa161 => cdpdhdec9eg + diphosphate	2.7.7.41	1_PFLU1275	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_14																																																																																																																																																																											
MVRXN_15	CDP-diacylglycerol synthetase (n-C18:0)	CTP + H+ + pa180 => cdpdodecg + diphosphate	2.7.7.41	1_PFLU1275	NULL	NULL	NULL	c	Glycerophospholipid Metabolism	NULL	MVRXN_15																																																																																																																																																																											
